# E0 = 9.610000000000001
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
39.450000,4.1021939834e-01,5.2432254233e-01,5.0198653930e-01,5.4375896455e-01,4.6226109583e-01,5.3922853974e-01,4.5633509928e-01,4.9727502389e-01,4.7568862484e-01,5.8892417189e-01
39.500000,4.0118278978e-01,5.3487485787e-01,4.9470375044e-01,5.4411356623e-01,4.6137180388e-01,5.3989402842e-01,4.5611305656e-01,5.0448321167e-01,4.6538681347e-01,5.9787612169e-01
39.550000,3.9275648343e-01,5.4534026666e-01,4.8712239457e-01,5.4436699629e-01,4.6080230274e-01,5.4019799811e-01,4.5600010969e-01,5.1203240480e-01,4.5514293518e-01,6.0623810853e-01
39.600000,3.8513389606e-01,5.5549480595e-01,4.7927469000e-01,5.4475196401e-01,4.6028043512e-01,5.4042167915e-01,4.5575798606e-01,5.1989020826e-01,4.4517412308e-01,6.1382021229e-01
39.650000,3.7848639284e-01,5.6508825389e-01,4.7121260008e-01,5.4552862457e-01,4.5959776365e-01,5.4078529669e-01,4.5511929422e-01,5.2800160115e-01,4.3572625244e-01,6.2045392048e-01
39.700000,3.7295730943e-01,5.7385052717e-01,4.6302896002e-01,5.4693883321e-01,4.5863967107e-01,5.4141752123e-01,4.5383362168e-01,5.3626783765e-01,4.2706777973e-01,6.2599793882e-01
39.750000,3.6865728030e-01,5.8150340344e-01,4.5487507919e-01,5.4916084929e-01,4.5739300827e-01,5.4234688539e-01,4.5171356829e-01,5.4452918995e-01,4.1947798776e-01,6.3034274810e-01
39.800000,3.6566111139e-01,5.8777696788e-01,4.4697061858e-01,5.5227081667e-01,4.5593256763e-01,5.4351396378e-01,4.4867434153e-01,5.5255570933e-01,4.1323022131e-01,6.3341368191e-01
39.850000,3.6400646489e-01,5.9242906043e-01,4.3960211139e-01,5.5621718104e-01,4.5439242053e-01,5.4479846190e-01,4.4476060817e-01,5.6004956460e-01,4.0857186622e-01,6.3517226084e-01
39.900000,3.6369456627e-01,5.9526511659e-01,4.3310818632e-01,5.6081292623e-01,4.5293077726e-01,5.4605281495e-01,4.4015549980e-01,5.6666079332e-01,4.0570375354e-01,6.3561556572e-01
39.950000,3.6469295841e-01,5.9615542330e-01,4.2785214147e-01,5.6574804009e-01,4.5169702949e-01,5.4713391581e-01,4.3516910936e-01,5.7201570001e-01,4.0476207454e-01,6.3477360752e-01
40.000000,3.6694004052e-01,5.9504708800e-01,4.2418537850e-01,5.7062130550e-01,4.5080741443e-01,5.4792677092e-01,4.3020715681e-01,5.7575428339e-01,4.0580562960e-01,6.3270493233e-01
